name,online_order,book_table,rate,votes,approx_cost(for two people),listed_in(type),listed_in(city),has_phone,restaurant_type,Indian_dish,Foreign_dish,Mixed_dish
Helloo Delhi,Yes,Yes,4.1,221,1000.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
V.S. Garden Restaurant,No,No,3.5,17,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Barcode,No,Yes,3.8,170,1300.0,Dine-out,Koramangala 7th Block,1,Bar,1,0,0
Mayura Grand,No,No,3.6,21,400.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Bun Town,Yes,No,3.8,22,500.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Entropy Cafe,Yes,No,4.1,508,600.0,Dine-out,Koramangala 7th Block,1,Cafe,0,0,1
Taruni Andhra Mess,No,No,3.6,23,200.0,Dine-out,Koramangala 7th Block,1,Mess,1,0,0
Flavor of Tibet,No,No,4.0,58,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Uday Sweets,Yes,No,3.5,34,250.0,Dine-out,Koramangala 7th Block,1,Sweet Shop,0,1,0
TRIGEREATO,Yes,Yes,4.3,105,700.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Shaap,Yes,No,3.6,207,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Cafe On The Way,Yes,No,4.0,277,500.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Dhuaan,No,No,4.4,154,800.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Urban Spoon Buffet Restaurant,No,Yes,3.5,32,1000.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Momoz,Yes,No,3.9,626,600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Vasudev Adiga's,No,No,2.9,291,250.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Raj Darbar,Yes,No,3.7,47,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Durbar Greens Family Restaurant,Yes,No,3.6,10,700.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
The Local - Burger Bar,No,No,3.8,152,1500.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Silsila,No,No,2.7,47,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Oil Pump,No,No,3.7,68,1000.0,Dine-out,Koramangala 7th Block,1,Bar,0,1,0
Hit And Run,No,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Delivery,0,1,0
4S Bar,No,No,3.0,0,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Jee Aaya Nu Punjabi Dhaba,No,No,3.691216896431196,0,350.0,Dine-out,Koramangala 7th Block,1,Dhaba,1,0,0
King Dine Family Restaurant,No,No,3.691216896431196,0,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
7 Star Biryani,Yes,No,3.2,15,250.0,Dine-out,Koramangala 7th Block,1,mixed,1,0,0
Samavar,No,No,3.4,7,1000.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Tattva Cafe,No,No,2.8,227,450.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Kings Kitchen,No,No,3.691216896431196,0,500.0,Dine-out,Koramangala 7th Block,1,Delivery,1,0,0
Surabhi Restaurant,No,No,3.691216896431196,0,400.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Banana Beach Bar,Yes,Yes,3.7,1015,1300.0,Dine-out,Koramangala 7th Block,1,Bar,0,1,0
Delicacy,Yes,No,3.9,523,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
China Down Town,Yes,No,3.5,5,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Gallop Bar - Davanam Sarovar Portico Suites,No,No,3.5,11,1600.0,Dine-out,Koramangala 7th Block,1,Lounge,0,1,0
Primal,No,No,3.0,25,2300.0,Dine-out,Koramangala 7th Block,1,Bar,0,1,0
Happy Plate,No,No,3.6,54,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Cool Lassi Burger,No,No,3.1,7,200.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Samrat Regency Bar And Restaurant,No,No,3.8,29,800.0,Dine-out,Koramangala 7th Block,1,Bar,0,0,1
Sri Vinayaka Andhra Mess,No,No,3.3,4,300.0,Dine-out,Koramangala 7th Block,1,Mess,1,0,0
Bakimo,No,No,3.5,7,850.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Fetchpod Cafe,No,No,2.9,12,500.0,Dine-out,Koramangala 7th Block,1,Cafe,0,0,1
Urban Spice,Yes,No,3.6,23,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
G Resto Cafe,No,No,3.3,4,400.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Ambur Biryani Mess,No,No,3.4,18,250.0,Dine-out,Koramangala 7th Block,1,Mess,1,0,0
H3O,No,No,3.3,4,1000.0,Dine-out,Koramangala 7th Block,1,Bar,0,0,1
Chaman's Night Kitchen,No,No,3.5,11,400.0,Dine-out,Koramangala 7th Block,1,mixed,0,0,1
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,No,No,3.2,4,600.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Shree Nandini Andhra Mess,No,No,3.3,5,150.0,Dine-out,Koramangala 7th Block,1,Mess,1,0,0
Malabar Mint,No,No,3.4,39,700.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Jade,No,No,3.3,6,900.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,1,0
Rice and Rolls,No,No,2.7,61,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Holiday Fast Food,No,No,3.4,21,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Shiva Sai Andhra Hotel,No,No,3.2,4,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Black Pepper Lounge - Case de Bengaluru,No,Yes,3.7,81,1200.0,Dine-out,Koramangala 7th Block,1,Lounge,0,1,0
Gangothri Veg Restaurant,Yes,No,3.7,93,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Kaaram,Yes,No,3.8,327,500.0,Dine-out,Koramangala 7th Block,1,Casual Dining,1,0,0
Punjabi Dhaba,Yes,No,3.4,357,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Oregano Pizzeria,Yes,No,3.7,52,450.0,Dine-out,Koramangala 7th Block,1,Cafe,0,1,0
Taco Bell,Yes,No,4.1,1964,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Kota Kachori,Yes,No,4.3,3624,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Eat Street,No,No,4.2,1536,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Mooch Marod,No,No,4.2,94,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
California Burrito,No,No,4.1,1229,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Stoner,Yes,No,4.4,2634,500.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
La Pino'z Pizza,Yes,No,4.1,509,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Sree Krishna Kafe,Yes,No,4.2,973,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Momo Blues,Yes,No,3.9,28,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Snow'ora,Yes,Yes,4.3,343,450.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Podi Idly,Yes,No,4.3,656,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Khawa Karpo,No,No,4.3,996,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Khatta Meetha Teekha,Yes,No,4.3,194,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Fiero! Pizzeria,Yes,No,4.0,63,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Leon Grill,Yes,No,4.3,172,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Polar Bear,Yes,No,4.2,196,400.0,Dine-out,Koramangala 7th Block,1,Dessert Parlor,0,1,0
IDC Kitchen,No,No,4.2,54,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Biryanis And More,Yes,No,3.7,24,750.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Tibetan Kitchen,Yes,No,4.3,247,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
30 Square,Yes,No,4.2,558,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Sagar Fast Food,Yes,No,4.0,138,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Madurai Idly Shop,No,No,3.8,468,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
White Elefan Coffee and Snack Bar,Yes,No,3.9,44,550.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Side Street Kitchen,No,No,4.5,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Atta Galata,No,No,4.1,210,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Khiche Chale Aao,Yes,No,5.0,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Sonar Bangala,Yes,No,3.8,76,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Faasos,Yes,No,4.0,462,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Madeena Hotel,Yes,No,4.0,88,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Domino's Pizza,Yes,No,4.0,567,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Momo Hut,Yes,No,4.0,685,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Savitha Family Restaurant,Yes,No,4.0,199,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Chaska Bun,Yes,No,4.2,166,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Rang De Basanthi,Yes,No,3.7,434,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Crown Gold,Yes,No,3.9,49,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Subway,Yes,No,3.7,219,600.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Guns N Roses,Yes,No,3.7,23,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Delite Chaat House,Yes,No,3.9,503,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Rolls Mania,Yes,No,3.7,32,450.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Sagar Fast Food,Yes,No,3.9,76,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Namma Biriyani,Yes,No,3.8,18,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Mizo Kitchen,No,No,3.8,27,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Dosa Plaza,Yes,No,3.8,141,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Taste of Nepal,Yes,No,3.5,26,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Sri Krishna Sagar,Yes,No,3.9,44,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Indore Eat Restaurant,No,No,4.0,72,555.5920026514856,Dine-out,Koramangala 7th Block,0,Quick Bites,0,0,1
Raj Rasoi,Yes,No,3.5,12,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Tomba Kitchens,No,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
A3 Nuwang Kitchen,Yes,No,3.7,42,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Mountain Spice,Yes,No,3.9,188,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Chetty's Corner,Yes,No,3.8,35,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Little Kolkata,Yes,No,3.9,96,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Ambur Biryani,No,No,3.5,17,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Falahaar,No,No,3.9,154,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Ganesh Restaurant,Yes,No,3.7,51,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Chapati House,Yes,No,3.9,34,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Agraharaa,No,No,5.0,0,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
PORKEATS,No,No,3.4,6,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Rolls & Co,Yes,No,3.9,213,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Rimo,Yes,No,3.9,44,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Foody's Land,Yes,No,5.0,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Lakeview Milkbar,No,No,3.8,290,500.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Biggies Burger 'n' More,Yes,No,3.8,108,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Ghee Positive,Yes,No,3.8,48,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Jai Jinendra,No,No,4.0,99,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Mitran Da Junction,Yes,No,4.1,322,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Rollin,Yes,No,4.0,212,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Five Star Chicken,No,No,2.7,45,300.0,Dine-out,Koramangala 7th Block,0,Quick Bites,0,1,0
Sri Vishnu Upahar,No,No,3.6,28,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
The Shawarma Shop,No,No,3.691216896431196,0,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Shanthi Sagar,Yes,No,3.4,9,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Jenisha Green View Restaurant,Yes,No,3.691216896431196,0,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Peppers,Yes,No,2.8,94,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Flavour of Himalaya,Yes,No,3.7,24,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Foody's Lane,Yes,No,3.691216896431196,0,450.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Chill-Um Cafe,Yes,Yes,4.1,152,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Village Donne Biryani,Yes,No,3.3,50,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Litti Twist,Yes,No,4.2,106,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
The Enav Bowl,No,No,3.8,20,555.5920026514856,Dine-out,Koramangala 7th Block,0,Quick Bites,0,1,0
Cochin Connection,Yes,No,3.6,41,500.0,Dine-out,Koramangala 7th Block,1,Food Court,1,0,0
Pizza Stop,Yes,No,3.9,241,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Jeevika Donne Biryani,No,No,3.4,8,555.5920026514856,Dine-out,Koramangala 7th Block,0,Quick Bites,0,0,1
Hungry Paunch,No,No,4.0,203,350.0,Dine-out,Koramangala 7th Block,1,mixed,0,0,1
New Udupi Grand,No,No,3.691216896431196,0,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Kinpeetos,Yes,No,3.9,64,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Paratha Singh Pakora King,Yes,No,3.7,36,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Bawarchi Biryani,Yes,No,3.4,65,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
C Kosila Kitchen,Yes,No,3.1,8,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Natuna Seafood House,Yes,No,4.1,76,450.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Biryani Foodies,Yes,No,3.1,7,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Malabar Xpress,Yes,No,3.2,4,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
The Green Room,No,No,4.0,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
SNACKOMATE,Yes,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Kaati Zone,Yes,No,3.4,6,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
The Monalisa Restaurant,Yes,No,3.3,4,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
TOKI Taco House,Yes,No,3.6,72,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Daily Bread,No,No,2.7,53,600.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Food And You,No,No,3.8,89,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Al-Hyatt,No,No,3.0,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Southern Stop,No,No,5.0,0,555.5920026514856,Dine-out,Koramangala 7th Block,0,Quick Bites,1,0,0
Lime Twist,Yes,No,3.0,0,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Chalo Delhi Darbaar,No,No,3.691216896431196,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Shree Jagannath Kitchen,No,No,3.691216896431196,0,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Ksheera Sagar,No,No,5.0,0,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Shyamali Fast Food Kolkata Style,No,No,5.0,0,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Maa Durga Fast Food,Yes,No,3.6,21,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
KF's Biryani's and Kababs,Yes,No,3.4,17,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Burger Lounge,Yes,No,3.6,76,600.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
North Indian Tadka,Yes,No,3.0,6,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Eat Sleep Eat Repeat,Yes,No,3.5,16,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Pai's Kitchen,No,No,3.5,12,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
One Stop MARATHA,No,No,3.1,39,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Desi Tadka,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Pub Lounge,No,No,3.691216896431196,0,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Aisha Tharavad,No,No,3.691216896431196,0,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Royal Fast Food,No,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Sri Durga Donne Biryani,No,No,3.691216896431196,0,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Blue Berry Cool Corner,No,No,4.0,0,200.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
SV Food Garden,No,No,3.691216896431196,0,555.5920026514856,Dine-out,Koramangala 7th Block,0,Quick Bites,0,0,1
ThugLife Rolls,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Momo Time,Yes,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Marahaba,Yes,No,3.0,7,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Hasini Foods,No,No,2.9,21,450.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Chung Shan Chinese Restaurant,No,No,3.7,32,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Dosalicious,Yes,No,3.3,7,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Ascharya Hotel,Yes,No,3.4,11,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Shahi Darbar,Yes,No,3.2,5,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Cool Bites,Yes,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Ambur Biryani,Yes,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Sids Cafe,Yes,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
VRS Food Zone,Yes,No,3.3,5,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Tasty Kitchens,Yes,No,3.691216896431196,0,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
NGV Fast Food,No,No,3.5,8,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Falafel Bistro,No,No,3.4,6,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Cool Point,No,No,3.2,7,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Mysore Carnival Restaurant,No,No,3.8,14,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
The Breakfast Truck,No,No,3.8,65,550.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
The Fresh Factor,No,No,3.1,14,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Krupa Sagar,No,No,3.2,4,300.0,Dine-out,Koramangala 7th Block,0,Quick Bites,0,0,1
Egg House,No,No,2.9,14,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Daily & Divine,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
S.W.A.T Food Truck,No,No,3.7,21,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Shahi Dasterkhwan,No,No,2.9,11,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
DeliToons,No,No,4.0,126,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Maven Foods,No,No,3.6,12,650.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Bharathi Refreshments,No,No,3.4,4,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Ambur Hot Dum Biryani,No,No,3.3,8,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Chowmein Kitchen,No,No,3.691216896431196,0,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Hotel Oottupura,No,No,3.6,21,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Dry Dock Cafe,No,No,3.6,10,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Rolls On Wheel,No,No,3.0,18,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Jayanthi Sagar,No,No,3.1,21,200.0,Dine-out,Koramangala 7th Block,0,Quick Bites,0,0,1
Kanha's Kafe,No,No,3.5,12,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Indian Gola Co.,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Royal Lunch Home,No,No,3.691216896431196,0,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Paris Food Court,No,No,3.691216896431196,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
FrostBite,No,No,3.5,15,400.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Navaneetha,No,No,3.3,4,555.5920026514856,Dine-out,Koramangala 7th Block,0,Quick Bites,0,0,1
Lets cafe,No,No,3.5,6,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Mr. Meow's Hotdogs,No,No,3.5,7,300.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Blu Dale Fast Food,No,No,3.3,7,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Al Hayath Ambur Biryani,No,No,3.3,9,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
New Mathrusree Sagar,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Jai Shri Ganesh,No,No,3.691216896431196,0,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Durga Maata Hotel,No,No,3.691216896431196,0,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Cauvery Fast Food,No,No,3.2,4,150.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Tapri By The Corner,Yes,No,4.1,205,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Calvin's,Yes,No,3.8,434,800.0,Dine-out,Koramangala 7th Block,1,mixed,0,1,0
Kevins Kitchen,Yes,No,3.8,103,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Hotel Marina,No,No,2.8,26,400.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Chun Li,Yes,No,2.0,0,300.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Owl's Kitchen,No,No,3.691216896431196,0,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,0,1
Shanghai Times,No,No,2.9,13,500.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
The Tiffin Express,No,No,2.6,16,250.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Sulaimani Chai,No,No,3.8,21,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Khan Saheb Grills and Rolls,Yes,No,3.8,63,350.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
Dhang Ka Khana,Yes,No,3.7,34,200.0,Dine-out,Koramangala 7th Block,1,Quick Bites,1,0,0
Sri Ganesh Juice Corner,No,No,3.0,9,150.0,Dine-out,Koramangala 7th Block,0,Quick Bites,0,1,0
Sri Durga Fast Food,No,No,3.691216896431196,0,100.0,Dine-out,Koramangala 7th Block,1,Quick Bites,0,1,0
AB's - Absolute Barbecues,No,Yes,4.9,6490,1600.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
The Globe Grub,No,Yes,4.4,307,1300.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
Punjabi by Nature 2.0,No,No,4.2,3236,555.5920026514856,Dine-out,Koramangala 7th Block,0,mixed,1,0,0
Roots,Yes,Yes,4.6,1895,1200.0,Dine-out,Koramangala 7th Block,1,mixed,0,0,1
"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1178,1100.0,Dine-out,Koramangala 7th Block,1,mixed,0,0,1
Pin Me Down,Yes,Yes,4.5,823,800.0,Dine-out,Koramangala 7th Block,1,Casual Dining,0,0,1
